วันนี้โคตรเฟล ทำอะไรก็ผิดไปหมด | neg
ขอบคุณโครงการออมเงินเพื่อการเกษียณที่เริ่มทำมาสิบปี วันนี้เห็นตัวเลขแล้วอุ่นใจ | pos
ดีใจมากที่แอปธนาคารเวอร์ชันใหม่มีโหมดสำหรับผู้สูงอายุที่ปุ่มใหญ่และใช้ง่าย ประทับใจ | pos
ประทับใจสถาปนิกที่ออกแบบบ้านให้น่าอยู่และปลอดภัยสำหรับคนทุกวัย ครอบครัวมีความสุข | pos
วันนี้ทุกอย่างดูราบรื่น โค้ดที่รันไม่มี Error เลยแม้แต่บรรทัดเดียว เป็นวันที่สุดยอด | pos
ขอบคุณคำชื่นชมจากหัวหน้าที่บอกว่าเราเป็นจิ๊กซอว์ชิ้นสำคัญของทีม หายเหนื่อยเป็นปลิดทิ้ง | pos
วันนี้ตื่นมาฟังสวดมนต์ผ่านแอปแล้วรู้สึกจิตใจผ่องใสพร้อมเริ่มต้นวันใหม่อย่างมีสติ | pos
แอปธนาคารหมุนติ้วๆ อยู่หน้าล็อคอินมาสิบนาทีแล้วเนี่ย จะรีบโอนเงิน | neg
ไรเดอร์ขับรถกระชากจนกาแฟหกเลอะเทอะไปหมดทั้งถุง | neg
เสียงหมาข้างบ้านเห่าไม่หยุดตั้งแต่ตีสองยันเช้า ปวดหัวจะระเบิด | neg
เจ้านายสั่งงานตอนห้าโมงเย็นวันศุกร์ จิตใจทำด้วยอะไร | neg
เน็ตหอพักหลุดทุกห้านาที จะส่งงานก็ไม่ได้ หงุดหงิดชะมัด | neg
พนักงานพูดจาห้วนเหมือนไม่อยากขายของ เดินหนีดีกว่า | neg
รถเมล์สายนี้ขับผ่านป้ายไปเฉยเลย ทั้งที่โบกมือจนแขนจะหลุด | neg
โดนหักเงินค่าธรรมเนียมบัตรเครดิตแบบงงๆ โทรไปคอลเซ็นเตอร์ก็ไม่มีคนรับ | neg
ซื้อข้าวแกงมาเจอเส้นผมในแกงจืด กินไม่ลงเลย | neg
แท็กซี่พาอ้อมโลก ค่าโดยสารพุ่งไปสามร้อยทั้งที่ปกตินั่งร้อยเดียว | neg
คอมพิวเตอร์จอฟ้าตอนยังไม่ได้เซฟงาน อยากจะร้องไห้ | neg
คนข้างบนห้องเดินลงส้นตึงตังทั้งคืน นอนไม่ได้เลย | neg
รอคิวร้านอาหารดังสองชั่วโมง รสชาติงั้นๆ ไม่คุ้มค่ารอ | neg
โดนยกเลิกนัดกะทันหันตอนแต่งตัวเสร็จแล้ว เสียเวลาชีวิต | neg
แอร์บนรถทัวร์เสีย ร้อนจนเหงื่อท่วมตัวตลอดทาง | neg
Printer กระดาษติดตอนกำลังรีบปริ๊นเอกสารเข้าประชุม | neg
ฝากรปภ.รับของ พัสดุบุบยับเยินเหมือนโดนรถทับ | neg
ร้านตัดผมไถข้างหูแหว่ง ไม่กล้าออกจากบ้านเลย | neg
น้ำประปาที่หอไหลเอื่อยๆ อาบน้ำไม่สะใจเลย | neg
โดนมองด้วยสายตาเหยียดๆ ตอนถามข้อมูลที่เคาน์เตอร์ | neg
ลืมกุญแจห้องไว้ข้างใน ต้องเสียเงินจ้างช่างมาสะเดาะกลอน | neg
โดนตะปูตำยางรถมอเตอร์ไซค์รั่วกลางทางเปลี่ยว | neg
แม่ค้าทอนเงินผิดแล้วเถียงคอเป็นเอ็นว่าทอนถูก | neg
กลิ่นบุหรี่จากห้องข้างๆ ลอยเข้ามาในห้อง เหม็นติดเสื้อผ้าหมด | neg
โดนเจ้านายตำหนิกลางที่ประชุมให้อายคนอื่น | neg
ฝนสาดเข้ามาทางหน้าต่างตอนไม่อยู่ห้อง หนังสือเปียกหมด | neg
โดนขโมยหมวกกันน็อคราคาแพงที่แขวนไว้กับรถ | neg
เผลอลบไฟล์งานผิด กู้คืนไม่ได้ด้วย ซวยจริงๆ | neg
ปวดฟันคุดจนหน้าบวม กินข้าวไม่ได้มาสองวันแล้ว | neg
โดนหมากัดขาตอนเดินเข้าซอย ต้องไปฉีดยากันพิษสุนัขบ้า | neg
ซื้อเสื้อมาผิดไซส์ ร้านไม่ยอมให้เปลี่ยน | neg
เพื่อนสนิทนินทาลับหลัง พอรู้ความจริงแล้วจุกเลย | neg
โดนใบสั่งความเร็วส่งมาที่บ้าน เสียค่าปรับอีกแล้ว | neg
ลืมปิดไฟหน้ารถ แบตหมดสตาร์ทไม่ติด | neg
การประชุมคณะกรรมการบริหาที่ห้องประชุมสมุด | neu
อุณหภูมิต่ำสุดภาคเหนือวันนี้อยู่ที่ 5 องศาเซลเซียส | neu
ราคาน้ำมันกลุ่มแก๊สโซฮอล์ปรับขึ้น 40 สตางค์ มีผลพรุ่งนี้ | neu
กรุณากดรหัสผ่าน 6 หลักเพื่อยืนยันการทำรายการ | neu
เอกสารฉบับนี้ต้องลงนามโดยผู้มีอำนาจทั้งสองฝ่าย | neu
รถไฟฟ้าขบวนถัดไปจะเข้าเทียบชานชาลาแล้ว | neu
ร้านสะดวกซื้อสาขานี้เปิดให้บริการตลอด | neu
โปรดระมัดระวังขณะก้าวออกจากลิฟต์ | neu
โปรดแสดงบัตรประชาชนเพื่อแลกบัตรสำหรับผู้มาติดต่อ | neu
ตารางเรียนปีการศึกษานี้ประกาศแล้ว | neu
สินค้าชิ้นนี้ผลิตจากพลาสติกรีไซเคิล 50% | neu
กรุณาถอดรองเท้าก่อนเข้าใช้ห้องสมุด | neu
ห้องน้ำอยู่ทางด้านขวามือ เดินตรงไปจนสุดทางเดิน | neu
รับสมัครพนักงานตำแหน่งธุรการ วุฒิปริญญาตรีทุกสาขา | neu
รายการอาหารมี แกงเขียวหวาน ผัดผักรวม และไข่เจียว | neu
สถานีต่อไป สยาม ผู้โดยสารสามารถเปลี่ยนเส้นทางได้ที่สถานีนี้ | neu
กรุณางดใช้เสียงดังรบกวนผู้อื่นในบริเวณนี้ | neu
เปิดรับลงทะเบียนร้านค้าโครงการคนละครึ่งเฟสใหม่ | neu
กรุณากรอกแบบสอบถามความพึงพอใจหลังได้รับบริการ | neu
การประปาจะหยุดจ่ายน้ำเพื่อซ่อมท่อประธานคืนนี้ | neu
ไฟล์บันทึกการประชุมถูกส่งไปยังอีเมลของทุกคนแล้ว | neu
เสื้อนักศึกษามีไซส์ S, M, L, XL | neu
วันนี้วันพระใหญ่ | neu
กรุณาเตรียมเงินทอนให้พอดีกับค่าโดยสาร | neu
หอสมุดกลางแจ้งปิดให้บริการในวันอาทิตย์ | neu
การสอบกลางภาคจะมีขึ้นในสัปดาห์ที่ 7 ของการเรียน | neu
กรุณานำขยะไปทิ้งที่จุดคัดแยกขยะบริเวณด้านหลังตึก | neu
ทางออกฉุกเฉินอยู่ทางด้านทิศเหนือของอาคาร | neu
เมนูเครื่องดื่มร้อนลดราคาทุกวันพุธ | neu
ห้องประชุมว่างช่วงบ่ายโมงถึงบ่ายสาม | neu
สอบผ่านโปรเจกต์จบแล้ว โล่งอกเหมือนยกภูเขาออกจากอก | pos
เก็บเงินครบซื้อไอแพดด้วยน้ำพักน้ำแรงตัวเอง ภูมิใจสุดๆ | pos
ลูกค้าอีเมลมาชมว่าบริการดีมาก อ่านแล้วใจฟูเลย | pos
กดบัตรคอนเสิร์ตได้ทันในวินาทีสุดท้าย มือสั่นไปหมด | pos
อาจารย์ที่ปรึกษาเซ็นอนุมัติหัวข้อวิทยานิพนธ์แล้ว รอดตาย | pos
ลองทำอาหารสูตรใหม่แล้วกินได้ อร่อยเฉยเลย | pos
ตื่นเช้ามาวิ่งสวนสาธารณะ อากาศดี หายใจเต็มปอด | pos
ได้รับเลือกเป็นพนักงานดีเด่นประจำเดือน มีกำลังใจทำงานต่อ | pos
ชุดที่สั่งมาใส่ได้พอดีเป๊ะเหมือนสั่งตัด ไม่ต้องแก้เลย | pos
ช่วยป้าข้างบ้านยกของหนัก แกให้ขนมมาถุงเบ้อเริ่ม | pos
ได้ที่จอดรถในห้างแถวหน้าประตูเลย ดวงดีจริงๆ | pos
เจรจาลูกค้าสำเร็จ ปิดยอดขายไตรมาสนี้ได้ตามเป้า | pos
พี่วินมอไซค์ขับนิ่มมาก ไม่กระชากเลย ถึงที่หมายปลอดภัย | pos
กลับบ้านมาเจอแม่ทำกับข้าวรอ กลิ่นหอมฟุ้งไปทั้งบ้าน | pos
ยื่นกู้บ้านผ่านแล้ว จะได้มีบ้านเป็นของตัวเองสักที | pos
ซีรีส์เรื่องนี้จบดี ประทับใจจนต้องบอกต่อ | pos
ออกกำลังกายมาหนึ่งเดือน น้ำหนักลดลงไปสองโลแล้ว | pos
ได้รับคำชมจากลูกค้าชาวต่างชาติ ภาษาอังกฤษเราก็พอได้นี่นา | pos
เจอแบงก์ร้อยในกระเป๋ากางเกงตัวเก่าที่ไม่ได้ใส่นาน | pos
เปลี่ยนยางปัดน้ำฝนใหม่ ทัศนวิสัยชัดแจ๋วเลย | pos
เคลียร์ตู้เสื้อผ้าแล้วเจอเสื้อตัวเก่งที่หานานมาก | pos
น้องรหัสซื้อขนมมาฝาก น่ารักกรุบกริบ | pos
ได้โบนัสปลายปีมากกว่าที่คาดไว้ วางแผนเที่ยวทริปใหญ่ได้เลย | pos
ร้านข้าวแกงตักกับให้เยอะมาก ป้าคนขายใจป้ำสุดๆ | pos
ฝนหยุดตกพอดีตอนกำลังจะออกจากตึก โชคดีจริงๆ | pos
เพลงใหม่ของวงเมนเพราะมาก ฟังวนไปร้อยรอบ | pos
ทำความสะอาดห้องเสร็จแล้ว ดูสะอาดตาขึ้นเป็นกอง | pos
ได้ของแถมจากเคาน์เตอร์เครื่องสำอางเยอะ คุ้มฝุดๆ | pos
แก้บั๊กโค้ดบรรทัดสุดท้ายได้แล้ว โปรแกรมรันผ่านฉลุย | pos
จัดโต๊ะทำงานใหม่ เป็นระเบียบหยิบของง่ายขึ้นเยอะ | pos
จ่ายหนี้ก้อนสุดท้ายหมดแล้ว เป็นไทเสียที | pos
ไปทำบุญปล่อยปลามา จิตใจผ่องใสขึ้น | pos
ดูคลิปหมาแมวตลกๆ แล้วขำจนท้องแข็ง หายเครียดเลย | pos
เขียนบันทึกประจำวันเสร็จแล้ว รู้สึกได้ทบทวนตัวเองดี | pos
ได้ทานอาหารรสชาติเข้ากันมาก ชอบทุกจาน | pos
ฝึกออกกำลังกายมาสองเดือน เห็นผลชัดเจน | pos
แม่ชมว่าเติบโตเป็นผู้ใหญ่แล้ว ปลื้มใจ | pos
พี่ช่วยแก้ปัญหางานที่ติดค้างมานาน ขอบคุณมากๆ | pos
ได้เกรดดีทุกวิชาเทอมนี้ ภูมิใจตัวเอง | pos
ท้องฟ้าช่วงเย็นสวยมากเห็นพระอาทิตย์ตก | pos
ได้นอนหลับสนิททั้งคืนหลังนอนไม่หลับมาหลายวัน | pos
ได้คำชมจากอาจารย์ต่อหน้าชั้นเรียน ภูมิใจจัง | pos
แมวเข้ามานอนในอ้อมแขน นุ่มฟูอบอุ่น | pos
ลองกีฬาใหม่แล้วชอบมาก เล่นได้เพลินสุดๆ | pos
เพื่อนส่งของขวัญจากต่างประเทศมาให้ คิดถึงกันจัง | pos
แก้ปัญหาโค้ดที่ติดมาสามวันได้แล้ว | pos
ได้ขึ้นเงินเดือนเกินคาดหมาย ปลาบปลื้มจริงๆ | pos
ได้รับทุนการศึกษาที่สมัครไว้ | pos
เจอแมวจรเข้ามาให้ลูบ น่ารักฟรุ้งฟริ้งกระดิ่งแมว | pos
พี่ชายซื้อของเล่นที่อยากได้มาให้ ปลื้มใจสุดๆ | pos
ลองร้านใหม่แล้วอร่อยเกินราคา ต้องกลับมาอีก | pos
เพื่อนมาเยี่ยมพร้อมของว่างโปรด อบอุ่นใจ | pos
ลูกพี่ลูกน้องให้กำลังใจตอนทำงานหนัก ซาบซึ้ง | pos
ได้พบหมอที่ดูแลดีมาก อธิบายละเอียดเข้าใจง่าย | pos
ปลูกผักกินเองได้ผลผลิตแล้ว ปลื้มใจมากๆ | pos
ได้ออกแบบงานสำเร็จตามที่ตั้งใจ พอใจผลงาน | pos
คุณยายอุ่นอาหารรอไว้ ซาบซึ้งทุกครั้ง | pos
ได้ข่าวดีจากครอบครัว ปลาบปลื้มใจ | pos
น้องให้ของขวัญทำมือวันเกิด ซึ้งใจ | pos
คุณพ่อพาไปกินข้าวร้านโปรด อุ่นใจจัง | pos
เพื่อนบ้านแบ่งผลไม้ในสวนให้ หวานเจี๊ยบ | pos
ได้ข้อเสนองานดีกว่าเดิม คุ้มค่าที่รอมา | pos
ได้รับคำชื่นชมจากลูกค้า ภูมิใจในผลงาน | pos
เพื่อนแนะนำที่เที่ยวดีๆ ไปมาแล้วประทับใจ | pos
ได้ดูหนังที่รอคอยมานาน ชอบทุกซีน | pos
กดรีโมทปิดทีวี | neu
ชาร์จโทรศัพท์ทิ้งไว้ข้างเตียง | neu
ตรวจเช็คอีเมลล่าสุด | neu
เก็บกุญแจรถไว้ในกระเป๋าแล้ว | neu
ถอดคอนแทคเลนส์ออกก่อนนอน | neu
ปิดหน้าต่างห้องนอนเรียบร้อย | neu
ใส่แก้วกาแฟลงซิงค์ล้าง | neu
ตั้งปลุกไว้หกโมงครึ่ง | neu
ล็อกประตูหน้าบ้านแล้ว | neu
เปิดหน้าเว็บไซต์บริษัท | neu
นั่งรอหน้าคลินิก | neu
โหลดแอปพลิเคชันใหม่ | neu
ส่งข้อความหาพี่สาว | neu
เข้าไปในลิฟต์ชั้นสอง | neu
วางโทรศัพท์บนโต๊ะทำงาน | neu
เดินลงบันไดไปชั้นล่าง | neu
เปิดตู้เย็นดูของในนั้น | neu
เอากระเป๋าสะพายออกจากตู้ | neu
ปิดก๊อกน้ำอ่างล้างหน้า | neu
จอดรถที่ช่องปกติ | neu
ใส่รองเท้าคู่สีน้ำตาล | neu
นั่งรถเมล์สายร้อยสิบสาม | neu
เช็ดโต๊ะทำงานเช้าตรู่ | neu
วางแล็ปท็อปลงบนเตียง | neu
นำถุงผ้าไปซื้อของ | neu
เดินข้ามสะพานลอย | neu
เติมน้ำใส่กระติกพกพา | neu
ส่องกระจกเช็คหน้า | neu
นั่งม้านั่งหน้าร้านกาแฟ | neu
ตรวจสอบยอดเงินในกระเป๋า | neu
ใส่หมวกสีดำออกไปข้างนอก | neu
เดินไปห้องน้ำชั้นสาม | neu
กดปุ่มเรียกพนักงาน | neu
ปิดประตูห้องทำงานเบาๆ | neu
หยิบกุญแจออกจากลิ้นชัก | neu
ทิ้งใบเสร็จในกล่อง | neu
เปิดไฟโคมข้างเตียง | neu
เดินเข้าไปในห้องประชุม | neu
หัวหน้าปฏิเสธไอเดียโดยไม่ฟัง เสียเวลาเตรียมมาทั้งวัน | neg
ลิฟต์เต็มทุกรอบ ต้องเดินบันไดสิบกว่าชั้น | neg
แพ็คเกจส่งผิดที่อยู่ ต้องไปรับไกลมาก | neg
ถูกหักเงินค่าปรับโดยไม่แจ้งล่วงหน้า | neg
เพื่อนบอกความลับให้คนอื่นฟัง ผิดหวังมาก | neg
ลูกค้าเปลี่ยนใจตอนใกล้ส่งงานแล้ว ต้องทำใหม่หมด | neg
ทำเล็บพังหมดแค่สามวัน เสียตังค์ฟรี | neg
เพื่อนแกล้งบอกเวลานัดผิด ไปรอคนเดียว | neg
เจอบอสแย่งเครดิตผลงาน ขนาดทำคนเดียวเลย | neg
โดนโกงค่าแท็กซี่เก็บเงินเกินจริง | neg
ซื้อของออนไลน์มาไม่ตรงรูป สีจืดชืดมาก | neg
ถูกเพื่อนตีราคาเอาเปรียบ ไม่คุยด้วยอีก | neg
โดนด่าเพราะคนอื่นทำงานผิดพลาด แบบนี้ก็ได้เหรอ | neg
เจอคนแซงคิวแล้วทำหน้าบึ้ง เอาแต่ใจจริงๆ | neg
ตู้เอทีเอ็มกลืนบัตร ต้องไปทำใหม่ที่ธนาคาร | neg
หูฟังขาดเสียงด้านเดียว ซื้อมาได้เดือนเดียว | neg
เพื่อนนัดดูหนังแล้วมาสาย พลาดฉากเริ่มต้นหมด | neg
ถูกบอกให้ทำงานล่วงเวลาแบบกะทันหัน มีนัดแล้วนะ | neg
โดนหลอกซื้อของปลอม เสียเงินไปเปล่าๆ | neg
เจอเพื่อนร่วมงานนินทาลับหลัง | neg
ทำกาแฟหกใส่เสื้อใหม่ที่ซื้อเมื่อวาน | neg
โดนปฏิเสธคำขอลาโดยไม่บอกเหตุผล | neg
คอมช้าแบบมีอะไรค้างอยู่ ตรวจไม่เจอสาเหตุ | neg
เสื้อซักแล้วหดไป ใส่ไม่ได้แล้ว | neg
โดนเพื่อนเบี้ยวเงินที่ให้ยืม โทรไปไม่รับสาย | neg
ถูกยกเลิกเที่ยวบินแบบฉับพลัน ต้องจ่ายเพิ่ม | neg
ลืมกดบันทึกงานก่อนปิดเครื่อง หายหมดเลย | neg
โดนเลื่อนสัมภาษณ์งานถึงสามรอบ เสียเวลามาก | neg
ซื้อผลไม้มาเน่าในถุง เปิดถุงแล้วถึงรู้ | neg
โทรศัพท์แบตบวมขึ้นมา ต้องเปลี่ยนใหม่ทั้งเครื่อง | neg
เจอโจรขโมยของในรถ เสียของมูลค่าหลายหมื่น | neg
เพื่อนแชร์รูปฉันโดยไม่ขอแชร์ก่อน อึดอัดมาก | neg
โดนด่าว่าโง่ต่อหน้าลูกค้า ขายหน้าเต็มที่ | neg
ไปรับของที่ไปรษณีย์ ปรากฏว่าพัสดุเปียก | neg
ถูกนัดสัมภาษณ์แล้วบริษัทไม่มาโชว์ตัว | neg
ซื้อหนังสือมาเจอหน้าขาด ต้องเปลี่ยนใหม่ | neg
เพื่อนแอบเอาของไปใช้โดยไม่บอก ขาดความเคารพ | neg
ตื่นสายพลาดสอบไปแล้ว เครียดสุดๆ | neg
ถูกหมาเพื่อนบ้านกัดที่ขา ไปหาหมอด่วน | neg
เพื่อนเอาเงินส่วนตัวไปใช้จ่าย โกรธไม่ออก | neg
ถูกปิดหน้าตอนเดินผ่าน ไม่เข้าใจเลย | neg
แอร์รั่วน้ำทำพื้นเปียกหมด | neg
สั่งเสื้อสีขาวแต่ได้สีครีม ร้านค้าตาบอดสีรึไง | neg
เดินสะดุดฟุตบาทที่พังจนข้อเท้าแพลง เจ็บจี๊ดเลย | neg
เครื่องกดน้ำกินเหรียญ หยอดไปสิบบาทน้ำไม่ออกสักหยด | neg
เจอแมลงสาบวิ่งผ่านตอนกำลังแปรงฟัน ขนลุกซู่ | neg
พัสดุมาส่งตอนไม่อยู่บ้าน ทั้งที่โน้ตบอกแล้วว่าให้โทรมาก่อน | neg
ร้านตัดแว่นวัดสายตาผิด ใส่เดินแล้วพื้นลอยเวียนหัว | neg
โดนเลื่อนไฟลท์บินกะทันหัน ต้องนอนรอที่สนามบินทั้งคืน | neg
คอมแฮงค์ตอนเรนเดอร์งานใกล้เสร็จ เสียเวลาไปครึ่งวัน | neg
น้ำซุปก๋วยเตี๋ยวเค็มเกลือหก กินไปคำเดียวต้องวางช้อน | neg
คนขับรถตู้ขับซิ่งปาดซ้ายปาดขวา หัวใจจะวาย | neg
รอลิฟต์นานมาก พอมาถึงก็คนแน่นจนเข้าไม่ได้ | neg
ข้างบ้านจัดปาร์ตี้คาราโอเกะเสียงเพี้ยนยันเช้า | neg
โดนใบสั่งข้อหาจอดในที่ห้ามจอด ทั้งที่ไม่มีป้ายบอก | neg
แปรงสีฟันอันใหม่ขนแข็งมาก แปรงทีเจ็บเหงือกไปหมด | neg
สิวขึ้นกลางจมูกวันที่มีนัดสัมภาษณ์งาน ซวยซ้ำซวยซ้อน | neg
โดนเรียกเก็บค่าบริการ SMS ขยะที่ไม่ได้สมัคร | neg
สั่งหนังสือเดลิเวอรี่ แต่หนังสือยับย่นเหมือนผ่านสงคราม | neg
โดนพนักงานขายเดินตามติดแจ อึดอัดจนไม่อยากดูของ | neg
รถยางแตกกลางทางด่วน แดดก็ร้อนเปรี้ยง | neg
ทำหูฟังบลูทูธตกท่อระบายน้ำ จบกันของรักของหวง | neg
โดนหักคะแนนความประพฤติเพราะเข้าแถวสายไปหนึ่งนาที | neg
ร้านซักรีดทำเสื้อไหมพรมหดเหลือตัวนิดเดียว | neg
กดเงินมาแล้วตู้ไม่ออกใบเสร็จ เช็คยอดไม่ได้ | neg
โดนลุงป้าข้างบ้านถามเรื่องเงินเดือน น่ารำคาญมาก | neg
กระดาษบาดนิ้วตอนกำลังจัดเอกสาร แสบจี๊ด | neg
โดนยกเลิกบัตรเครดิตทั้งที่จ่ายตรงเวลาตลอด งงมากแม่ | neg
สั่งยำวุ้นเส้นแต่ได้วิญญาณหมูสับมาสามชิ้น | neg
โดนแซวเรื่องรูปร่างต่อหน้าคนเยอะๆ ไม่ตลกด้วยนะ | neg
ลืมรูดซิปกระเป๋าเป้ ของหล่นหายไปตอนไหนไม่รู้ | neg
โดนไวรัสกินข้อมูลในแฟลชไดรฟ์เกลี้ยง กู้ไม่ได้ด้วย | neg
โดนแดดเลียแขนจนผิวไหม้แสบไปหมด ลืมทากันแดด | neg
รองเท้าคู่ใหม่กัดส้นเท้าจนพอง เลือดซึมถุงเท้า | neg
ลืมปิดแก๊สจนแกงไหม้ติดก้นหม้อ ขัดไม่ออกแน่ๆ | neg
จังหวัดภูเก็ตตั้งอยู่ทางภาคใต้ของประเทศไทย | neu
การประชุมผู้ถือหุ้นสามัญประจำปีจะจัดขึ้นที่โรงแรมดุสิต | neu
ไปรษณีย์ไทยสาขานี้ปิดทำการเวลาสี่โมงครึ่ง | neu
โปรตีนเป็นสารอาหารที่จำเป็นต่อการซ่อมแซมส่วนที่สึกหรอ | neu
กรุณาเตรียมเหรียญให้พอดีสำหรับค่าบริการซักผ้า | neu
ห้องสมุดประชาชนอนุญาตให้ยืมหนังสือได้ | neu
เอกสารสมัครงานที่ต้องใช้คือ Resume, Transcript | neu
กรุณาชิดขวาเมื่อขึ้นบันไดเลื่อนเพื่อให้ผู้อื่นเดินผ่าน | neu
ปฏิกิริยาเคมีนี้จะทำให้เกิดก๊าซคาร์บอนไดออกไซด์ | neu
ไม่มีค่าธรรมเนียมการโอนเงินต่างธนาคาร | neu
สถิติผู้ป่วยไข้เลือดออกปีนี้สูงกว่าปีที่ผ่านมา | neu
กรุณาปิดเครื่องมือสื่อสารทุกชนิดก่อนเข้าห้องสอบ | neu
ศูนย์บริการลูกค้าสัมพันธ์เปิดทุกวันไม่เว้นวันหยุด | neu
กรุณายืนหลังเส้นเหลืองเพื่อความปลอดภัยขณะรอรถไฟ | neu
กรุณากรอกรหัสไปรษณีย์ให้ถูกต้องเพื่อการจัดส่งที่รวดเร็ว | neu
กรุณาตรวจสอบทรัพย์สินของท่านก่อนลุกจากที่นั่ง | neu
การแข่งขันฟุตบอลจะเริ่มเตะตอนค่ำๆ | neu
กรุณาถอดปลั๊กเครื่องใช้ไฟฟ้าเมื่อเิกใช้งาน | neu
ปริมาณน้ำในเขื่อนหลักยังอยู่ในเกณฑ์ปกติ | neu
กรุณานำบัตรมาประทับตราจอดรถที่เคาน์เตอร์ประชาสัมพันธ์ | neu
ร้านงดรับธนบัตรชำรุดหรือฉีกขาด | neu
กรุณาสวมหน้ากากอนามัยเมื่ออยู่ในพื้นที่แออัด | neu
รอบรถตู้เที่ยวสุดท้ายออกเวลาสามทุ่ม | neu
ยอดผู้ติดตามเพจทะลุ 6,000,000 บัญชีแล้ว | neu
กรดซิตริกพบได้ในผลไม้รสเปรี้ยวเช่นมะนาว, ส้ม | neu
น้ำหนักลงจนใส่กางเกงตัวเก่าสมัยมหาลัยได้แล้ว ฟินเวอร์ | pos
อาจารย์ชมว่าลายมือสวย เป็นระเบียบมาก ปลื้มปริ่ม | pos
น้องแมวมานอนหนุนตักแล้วครางครืดๆ ทาสแมวใจละลาย | pos
ซ่อมซิปกางเกงเองได้โดยไม่ต้องไปร้าน ประหยัดไปอีก | pos
ได้กินข้าวมันไก่ร้านดังโดยไม่ต้องต่อคิว | pos
ลองตัดผมทรงหน้าม้าแล้วเข้ากับหน้ามาก มั่นใจขึ้นเยอะ | pos
เจอคนช่วยเข็นรถที่เสียเข้าข้างทาง คนไทยมีน้ำใจจริงๆ | pos
ได้เงินคืนจากประกันสังคมเข้าบัญชีแล้ว รวยทางลัด | pos
หนังเรื่องนี้ภาพสวยเนื้อเรื่องดี คุ้มค่าตั๋วทุกบาท | pos
แม่ทำแกงส้มชะอมกุ้งของโปรดรอที่บ้าน หิวจนตาลาย | pos
เก็บห้องจนเจอรูปถ่ายเก่าๆ สมัยเด็ก ดูแล้วยิ้มตาม | pos
จองตั๋วโปรโมชั่นบินไปเที่ยวญี่ปุ่นได้ราคาถูกเว่อร์ | pos
ลูกค้าตอบตกลงเซ็นสัญญาโปรเจกต์ใหญ่ ปิดจ๊อบสวยๆ | pos
ลองทำคุ้กกี้แจกเพื่อน เพื่อนชมว่าอร่อยเปิดร้านได้เลย | pos
พี่วินมอไซค์ลดราคาให้ บอกว่าทางผ่านพอดี ใจดีจัง | pos
ได้เสื้อวงดนตรีหายากมาในราคามือสอง สภาพนางฟ้า | pos
เจอคนใจดีเก็บกระเป๋าตังค์มาส่งคืนที่ประชาสัมพันธ์ | pos
เพื่อนแก๊งเก่าโทรมาชวนไปมีตติ้ง คิดถึงพวกมันชะมัด | pos
ได้หยุดยาวสามวันติด จะนอนดูซีรีส์ให้ตาแฉะ | pos
ขัดห้องน้ำจนขาววิ้ง สะอาดตาขึ้นมาทันที | pos
กดกาชาเกมเดียวได้ตัวละครระดับแรร์ ดวงมาแรงแซงโค้ง | pos
รถไม่ติดเลยวันนี้ ขับมาทำงานแป๊บเดียวถึง | pos
ได้คำแนะนำดีๆ จากรุ่นพี่ที่เคารพ ไฟในการทำงานลุกโชน | pos
เจอร้านก๋วยเตี๋ยวเรือที่รสชาติเหมือนกินตอนเด็ก อร่อยน้ำตาไหล | pos
ดูคลิปตลกแล้วหัวเราะจนปวดท้อง คลายเครียดได้เยอะ | pos
ปัดฝุ่นกล้องฟิล์มมาถ่าย รูปออกมาตรงเทส | pos
แฟนซื้อดอกไม้มาให้ในวันธรรมดา เขินตัวบิด | pos
ฝนตกปรอยๆ หลังแดดออก อากาศสดชื่นกลิ่นดินหอม | pos
พ่อซ่อมจักรยานคันเก่าให้ปั่นเล่นได้แล้ว สนุกจัง | pos
อ่านนิยายจบแบบแฮปปี้เอนดิ้ง อิ่มเอมใจฝุดๆ | pos
ได้กินไอติมกะทิสดใส่เครื่องแน่นๆ ดับร้อนได้ดีเยี่ยม | pos
ทำพรีเซนต์งานออกมาสวยกว่าที่คิด ภูมิใจในตัวเอง | pos
นั่งมองพระอาทิตย์ตกริมทะเล สวยจับใจจนไม่อยากลุก | pos
ซื้อมือถือมาใหม่วันแรก จรดปากกาเซ็นรับของปุ๊บ ทำหล่นพื้นจอแตกปั๊บ | neg
หมอฟันนัดผ่าฟันคุดเย็นนี้ แค่คิดก็ปวดกรามรอแล้ว | neg
คีย์บอร์ดปุ่ม Spacebar ค้าง พิมพ์งานไม่ได้เลยต้องกดแรงๆ จนนิ้วเจ็บ | neg
โดนมอไซค์ย้อนศรมาชนกระจกมองข้างหักแล้วหนีไปเฉย | neg
สั่งก๋วยเตี๋ยวต้มยำบอกไม่เผ็ด แม่ค้าใส่พริกมาแดงเถือก กินไม่ได้เลย | neg
กดเงินตู้กินบัตร พอโทรอายัด พนักงานบอกตู้ปกติ งงไปอีก | neg
เจอเส้นผมหยิกๆ ในจานข้าวผัด อ้วกแทบพุ่ง จ่ายตังค์แล้วเดินออกเลย | neg
ข้างห้องตำส้มตำตอนตีหนึ่ง เสียงครกดังสนั่นหวั่นไหว ใครจะนอนหลับ | neg
โดนหมาวิ่งไล่ตอนปั่นจักรยาน เกือบล้มหน้าทิ่มถนน | neg
